"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"17.04.2019 23:30 - 17.04.2019 23:45","50212","52851"
"17.04.2019 23:45 - 18.04.2019 00:00","49280","51861"
"18.04.2019 00:00 - 18.04.2019 00:15","48428","50789"
"18.04.2019 00:15 - 18.04.2019 00:30","47372","49801"
"18.04.2019 00:30 - 18.04.2019 00:45","46932","49346"
"18.04.2019 00:45 - 18.04.2019 01:00","46572","48812"
"18.04.2019 01:00 - 18.04.2019 01:15","45806","48277"
"18.04.2019 01:15 - 18.04.2019 01:30","45283","47785"
"18.04.2019 01:30 - 18.04.2019 01:45","45262","47491"
"18.04.2019 01:45 - 18.04.2019 02:00","45096","47192"
"18.04.2019 02:00 - 18.04.2019 02:15","44723","46853"
"18.04.2019 02:15 - 18.04.2019 02:30","44523","46837"
"18.04.2019 02:30 - 18.04.2019 02:45","44479","47007"
"18.04.2019 02:45 - 18.04.2019 03:00","44630","46990"
"18.04.2019 03:00 - 18.04.2019 03:15","44636","46882"
"18.04.2019 03:15 - 18.04.2019 03:30","44876","46577"
"18.04.2019 03:30 - 18.04.2019 03:45","44725","46866"
"18.04.2019 03:45 - 18.04.2019 04:00","44927","47016"
"18.04.2019 04:00 - 18.04.2019 04:15","45332","47468"
"18.04.2019 04:15 - 18.04.2019 04:30","45723","47874"
"18.04.2019 04:30 - 18.04.2019 04:45","45975","48540"
"18.04.2019 04:45 - 18.04.2019 05:00","46450","49388"
"18.04.2019 05:00 - 18.04.2019 05:15","47632","50507"
"18.04.2019 05:15 - 18.04.2019 05:30","48242","51448"
"18.04.2019 05:30 - 18.04.2019 05:45","49071","52604"
"18.04.2019 05:45 - 18.04.2019 06:00","50316","53758"
"18.04.2019 06:00 - 18.04.2019 06:15","52717","56205"
"18.04.2019 06:15 - 18.04.2019 06:30","54324","57437"
"18.04.2019 06:30 - 18.04.2019 06:45","55647","58603"
"18.04.2019 06:45 - 18.04.2019 07:00","56552","59651"
"18.04.2019 07:00 - 18.04.2019 07:15","57922","61205"
"18.04.2019 07:15 - 18.04.2019 07:30","58808","62498"
"18.04.2019 07:30 - 18.04.2019 07:45","60159","63339"
"18.04.2019 07:45 - 18.04.2019 08:00","61185","64135"
"18.04.2019 08:00 - 18.04.2019 08:15","61759","64923"
"18.04.2019 08:15 - 18.04.2019 08:30","62074","65384"
"18.04.2019 08:30 - 18.04.2019 08:45","62417","65619"
"18.04.2019 08:45 - 18.04.2019 09:00","62924","65725"
"18.04.2019 09:00 - 18.04.2019 09:15","62519","65405"
"18.04.2019 09:15 - 18.04.2019 09:30","63193","65753"
"18.04.2019 09:30 - 18.04.2019 09:45","63462","66332"
"18.04.2019 09:45 - 18.04.2019 10:00","63676","66315"
"18.04.2019 10:00 - 18.04.2019 10:15","63833","66321"
"18.04.2019 10:15 - 18.04.2019 10:30","64161","66362"
"18.04.2019 10:30 - 18.04.2019 10:45","64307","66484"
"18.04.2019 10:45 - 18.04.2019 11:00","64465","66465"
"18.04.2019 11:00 - 18.04.2019 11:15","64836","65726"
"18.04.2019 11:15 - 18.04.2019 11:30","65068","65711"
"18.04.2019 11:30 - 18.04.2019 11:45","65151","65926"
"18.04.2019 11:45 - 18.04.2019 12:00","65117","65772"
"18.04.2019 12:00 - 18.04.2019 12:15","64736","65598"
"18.04.2019 12:15 - 18.04.2019 12:30","64477","65120"
"18.04.2019 12:30 - 18.04.2019 12:45","64088","65000"
"18.04.2019 12:45 - 18.04.2019 13:00","64288","65144"
"18.04.2019 13:00 - 18.04.2019 13:15","63776","65336"
"18.04.2019 13:15 - 18.04.2019 13:30","63957","65184"
"18.04.2019 13:30 - 18.04.2019 13:45","63231","64713"
"18.04.2019 13:45 - 18.04.2019 14:00","62842","64240"
"18.04.2019 14:00 - 18.04.2019 14:15","62690","63667"
"18.04.2019 14:15 - 18.04.2019 14:30","62079","63324"
"18.04.2019 14:30 - 18.04.2019 14:45","61914","62971"
"18.04.2019 14:45 - 18.04.2019 15:00","62409","62512"
"18.04.2019 15:00 - 18.04.2019 15:15","62397","62687"
"18.04.2019 15:15 - 18.04.2019 15:30","61403","62203"
"18.04.2019 15:30 - 18.04.2019 15:45","61207","61816"
"18.04.2019 15:45 - 18.04.2019 16:00","60736","61356"
"18.04.2019 16:00 - 18.04.2019 16:15","60512","61284"
"18.04.2019 16:15 - 18.04.2019 16:30","60500","60835"
"18.04.2019 16:30 - 18.04.2019 16:45","60830","60542"
"18.04.2019 16:45 - 18.04.2019 17:00","59877","60297"
"18.04.2019 17:00 - 18.04.2019 17:15","59856","60844"
"18.04.2019 17:15 - 18.04.2019 17:30","59905","60817"
"18.04.2019 17:30 - 18.04.2019 17:45","59952","60347"
"18.04.2019 17:45 - 18.04.2019 18:00","59840","59809"
"18.04.2019 18:00 - 18.04.2019 18:15","59701","59784"
"18.04.2019 18:15 - 18.04.2019 18:30","60125","59725"
"18.04.2019 18:30 - 18.04.2019 18:45","59913","59609"
"18.04.2019 18:45 - 18.04.2019 19:00","59648","59434"
"18.04.2019 19:00 - 18.04.2019 19:15","60015","59539"
"18.04.2019 19:15 - 18.04.2019 19:30","59564","59287"
"18.04.2019 19:30 - 18.04.2019 19:45","59328","59335"
"18.04.2019 19:45 - 18.04.2019 20:00","59332","59039"
"18.04.2019 20:00 - 18.04.2019 20:15","58999","58918"
"18.04.2019 20:15 - 18.04.2019 20:30","58474","58736"
"18.04.2019 20:30 - 18.04.2019 20:45","58424","58850"
"18.04.2019 20:45 - 18.04.2019 21:00","58088","58725"
"18.04.2019 21:00 - 18.04.2019 21:15","57289","58116"
"18.04.2019 21:15 - 18.04.2019 21:30","56720","57239"
"18.04.2019 21:30 - 18.04.2019 21:45","56205","56113"
"18.04.2019 21:45 - 18.04.2019 22:00","55542","55171"
"18.04.2019 22:00 - 18.04.2019 22:15","55141","54821"
"18.04.2019 22:15 - 18.04.2019 22:30","54288","53721"
"18.04.2019 22:30 - 18.04.2019 22:45","53473","52467"
"18.04.2019 22:45 - 18.04.2019 23:00","52498","51440"
"18.04.2019 23:00 - 18.04.2019 23:15","51216","50185"
"18.04.2019 23:15 - 18.04.2019 23:30","50158","48924"
"18.04.2019 23:30 - 18.04.2019 23:45","49398","48275"
"18.04.2019 23:45 - 19.04.2019 00:00","48433","47027"
"19.04.2019 00:00 - 19.04.2019 00:15","44869","45897"
"19.04.2019 00:15 - 19.04.2019 00:30","44182","45305"
"19.04.2019 00:30 - 19.04.2019 00:45","43643","44622"
"19.04.2019 00:45 - 19.04.2019 01:00","43224","44222"
"19.04.2019 01:00 - 19.04.2019 01:15","42543","43479"
"19.04.2019 01:15 - 19.04.2019 01:30","41890","42639"
"19.04.2019 01:30 - 19.04.2019 01:45","41646","42538"
"19.04.2019 01:45 - 19.04.2019 02:00","41312","42381"
"19.04.2019 02:00 - 19.04.2019 02:15","40918","41919"
"19.04.2019 02:15 - 19.04.2019 02:30","40590","41528"
"19.04.2019 02:30 - 19.04.2019 02:45","40398","41307"
"19.04.2019 02:45 - 19.04.2019 03:00","40451","41162"
"19.04.2019 03:00 - 19.04.2019 03:15","40483","41051"
"19.04.2019 03:15 - 19.04.2019 03:30","40502","40867"
"19.04.2019 03:30 - 19.04.2019 03:45","40351","40880"
"19.04.2019 03:45 - 19.04.2019 04:00","40394","40915"
"19.04.2019 04:00 - 19.04.2019 04:15","40572","40743"
"19.04.2019 04:15 - 19.04.2019 04:30","40530","40827"
"19.04.2019 04:30 - 19.04.2019 04:45","40428","40680"
"19.04.2019 04:45 - 19.04.2019 05:00","40442","40679"
"19.04.2019 05:00 - 19.04.2019 05:15","40759","40947"
"19.04.2019 05:15 - 19.04.2019 05:30","40498","40830"
"19.04.2019 05:30 - 19.04.2019 05:45","40389","40414"
"19.04.2019 05:45 - 19.04.2019 06:00","40063","40060"
"19.04.2019 06:00 - 19.04.2019 06:15","39759","39942"
"19.04.2019 06:15 - 19.04.2019 06:30","40420","39845"
"19.04.2019 06:30 - 19.04.2019 06:45","40552","39772"
"19.04.2019 06:45 - 19.04.2019 07:00","40342","40139"
"19.04.2019 07:00 - 19.04.2019 07:15","40634","40914"
"19.04.2019 07:15 - 19.04.2019 07:30","41168","41776"
"19.04.2019 07:30 - 19.04.2019 07:45","41961","42489"
"19.04.2019 07:45 - 19.04.2019 08:00","42872","43368"
"19.04.2019 08:00 - 19.04.2019 08:15","43927","44451"
"19.04.2019 08:15 - 19.04.2019 08:30","44650","45266"
"19.04.2019 08:30 - 19.04.2019 08:45","45309","46197"
"19.04.2019 08:45 - 19.04.2019 09:00","46018","46791"
"19.04.2019 09:00 - 19.04.2019 09:15","46859","47438"
"19.04.2019 09:15 - 19.04.2019 09:30","47632","48276"
"19.04.2019 09:30 - 19.04.2019 09:45","48464","48769"
"19.04.2019 09:45 - 19.04.2019 10:00","49019","49189"
"19.04.2019 10:00 - 19.04.2019 10:15","49295","49664"
"19.04.2019 10:15 - 19.04.2019 10:30","49758","49814"
"19.04.2019 10:30 - 19.04.2019 10:45","50137","49889"
"19.04.2019 10:45 - 19.04.2019 11:00","50621","50359"
"19.04.2019 11:00 - 19.04.2019 11:15","51158","50771"
"19.04.2019 11:15 - 19.04.2019 11:30","51627","51511"
"19.04.2019 11:30 - 19.04.2019 11:45","52589","52030"
"19.04.2019 11:45 - 19.04.2019 12:00","52985","52027"
"19.04.2019 12:00 - 19.04.2019 12:15","52297","51533"
"19.04.2019 12:15 - 19.04.2019 12:30","52233","51037"
"19.04.2019 12:30 - 19.04.2019 12:45","51414","50423"
"19.04.2019 12:45 - 19.04.2019 13:00","51221","50198"
"19.04.2019 13:00 - 19.04.2019 13:15","50266","49727"
"19.04.2019 13:15 - 19.04.2019 13:30","50196","48973"
"19.04.2019 13:30 - 19.04.2019 13:45","49585","48590"
"19.04.2019 13:45 - 19.04.2019 14:00","49096","48283"
"19.04.2019 14:00 - 19.04.2019 14:15","48865","48072"
"19.04.2019 14:15 - 19.04.2019 14:30","48019","47723"
"19.04.2019 14:30 - 19.04.2019 14:45","48037","47230"
"19.04.2019 14:45 - 19.04.2019 15:00","48220","46890"
"19.04.2019 15:00 - 19.04.2019 15:15","48194","46764"
"19.04.2019 15:15 - 19.04.2019 15:30","47520","46433"
"19.04.2019 15:30 - 19.04.2019 15:45","47441","46111"
"19.04.2019 15:45 - 19.04.2019 16:00","47171","45278"
"19.04.2019 16:00 - 19.04.2019 16:15","47274","45251"
"19.04.2019 16:15 - 19.04.2019 16:30","47705","45137"
"19.04.2019 16:30 - 19.04.2019 16:45","47842","45105"
"19.04.2019 16:45 - 19.04.2019 17:00","47059","45224"
"19.04.2019 17:00 - 19.04.2019 17:15","47550","45593"
"19.04.2019 17:15 - 19.04.2019 17:30","47848","45913"
"19.04.2019 17:30 - 19.04.2019 17:45","48528","46180"
"19.04.2019 17:45 - 19.04.2019 18:00","48446","46503"
"19.04.2019 18:00 - 19.04.2019 18:15","48718","46927"
"19.04.2019 18:15 - 19.04.2019 18:30","49063","47043"
"19.04.2019 18:30 - 19.04.2019 18:45","49200","47428"
"19.04.2019 18:45 - 19.04.2019 19:00","49469","47495"
"19.04.2019 19:00 - 19.04.2019 19:15","49791","47752"
"19.04.2019 19:15 - 19.04.2019 19:30","49778","47814"
"19.04.2019 19:30 - 19.04.2019 19:45","49784","47845"
"19.04.2019 19:45 - 19.04.2019 20:00","49438","47612"
"19.04.2019 20:00 - 19.04.2019 20:15","49748","47940"
"19.04.2019 20:15 - 19.04.2019 20:30","49405","47727"
"19.04.2019 20:30 - 19.04.2019 20:45","49165","48123"
"19.04.2019 20:45 - 19.04.2019 21:00","49207","48333"
"19.04.2019 21:00 - 19.04.2019 21:15","48499","48215"
"19.04.2019 21:15 - 19.04.2019 21:30","48486","47821"
"19.04.2019 21:30 - 19.04.2019 21:45","48986","47249"
"19.04.2019 21:45 - 19.04.2019 22:00","48348","46967"
"19.04.2019 22:00 - 19.04.2019 22:15","48638","46607"
"19.04.2019 22:15 - 19.04.2019 22:30","48165","46086"
"19.04.2019 22:30 - 19.04.2019 22:45","47439","45166"
"19.04.2019 22:45 - 19.04.2019 23:00","46735","44671"
"19.04.2019 23:00 - 19.04.2019 23:15","45813","43414"
"19.04.2019 23:15 - 19.04.2019 23:30","44970","42369"
"19.04.2019 23:30 - 19.04.2019 23:45","44330","41909"
"19.04.2019 23:45 - 20.04.2019 00:00","43847","41146"
"20.04.2019 00:00 - 20.04.2019 00:15","41706","40111"
"20.04.2019 00:15 - 20.04.2019 00:30","40724","39741"
"20.04.2019 00:30 - 20.04.2019 00:45","40175","39094"
"20.04.2019 00:45 - 20.04.2019 01:00","39714","38982"
"20.04.2019 01:00 - 20.04.2019 01:15","39220","38272"
"20.04.2019 01:15 - 20.04.2019 01:30","38912","37955"
"20.04.2019 01:30 - 20.04.2019 01:45","38570","37581"
"20.04.2019 01:45 - 20.04.2019 02:00","38188","36932"
"20.04.2019 02:00 - 20.04.2019 02:15","38055","37103"
"20.04.2019 02:15 - 20.04.2019 02:30","37949","36837"
"20.04.2019 02:30 - 20.04.2019 02:45","37864","36682"
"20.04.2019 02:45 - 20.04.2019 03:00","37748","36352"
"20.04.2019 03:00 - 20.04.2019 03:15","37815","36279"
"20.04.2019 03:15 - 20.04.2019 03:30","37826","36184"
"20.04.2019 03:30 - 20.04.2019 03:45","37802","36580"
"20.04.2019 03:45 - 20.04.2019 04:00","37815","36598"
"20.04.2019 04:00 - 20.04.2019 04:15","37983","36987"
"20.04.2019 04:15 - 20.04.2019 04:30","38112","36959"
"20.04.2019 04:30 - 20.04.2019 04:45","38117","37508"
"20.04.2019 04:45 - 20.04.2019 05:00","38215","37904"
"20.04.2019 05:00 - 20.04.2019 05:15","38732","38614"
"20.04.2019 05:15 - 20.04.2019 05:30","38812","38687"
"20.04.2019 05:30 - 20.04.2019 05:45","38976","39138"
"20.04.2019 05:45 - 20.04.2019 06:00","39081","39478"
"20.04.2019 06:00 - 20.04.2019 06:15","39324","39711"
"20.04.2019 06:15 - 20.04.2019 06:30","39281","39795"
"20.04.2019 06:30 - 20.04.2019 06:45","39486","40211"
"20.04.2019 06:45 - 20.04.2019 07:00","40212","41004"
"20.04.2019 07:00 - 20.04.2019 07:15","40977","41951"
"20.04.2019 07:15 - 20.04.2019 07:30","41729","42895"
"20.04.2019 07:30 - 20.04.2019 07:45","42615","43817"
"20.04.2019 07:45 - 20.04.2019 08:00","44100","44602"
"20.04.2019 08:00 - 20.04.2019 08:15","45090","45619"
"20.04.2019 08:15 - 20.04.2019 08:30","45793","46575"
"20.04.2019 08:30 - 20.04.2019 08:45","46581","47419"
"20.04.2019 08:45 - 20.04.2019 09:00","47068","48391"
"20.04.2019 09:00 - 20.04.2019 09:15","47834","49207"
"20.04.2019 09:15 - 20.04.2019 09:30","48668","49847"
"20.04.2019 09:30 - 20.04.2019 09:45","49055","50577"
"20.04.2019 09:45 - 20.04.2019 10:00","49734","50609"
"20.04.2019 10:00 - 20.04.2019 10:15","50201","50845"
"20.04.2019 10:15 - 20.04.2019 10:30","50680","50662"
"20.04.2019 10:30 - 20.04.2019 10:45","50872","50873"
"20.04.2019 10:45 - 20.04.2019 11:00","51292","51147"
"20.04.2019 11:00 - 20.04.2019 11:15","51578","51128"
"20.04.2019 11:15 - 20.04.2019 11:30","52174","51285"
"20.04.2019 11:30 - 20.04.2019 11:45","52182","51503"
"20.04.2019 11:45 - 20.04.2019 12:00","52310","51464"
"20.04.2019 12:00 - 20.04.2019 12:15","51787","51350"
"20.04.2019 12:15 - 20.04.2019 12:30","51721","51041"
"20.04.2019 12:30 - 20.04.2019 12:45","50984","50998"
"20.04.2019 12:45 - 20.04.2019 13:00","50864","50554"
"20.04.2019 13:00 - 20.04.2019 13:15","50010","50121"
"20.04.2019 13:15 - 20.04.2019 13:30","50119","49662"
"20.04.2019 13:30 - 20.04.2019 13:45","49695","49586"
"20.04.2019 13:45 - 20.04.2019 14:00","48804","49289"
"20.04.2019 14:00 - 20.04.2019 14:15","48509","48759"
"20.04.2019 14:15 - 20.04.2019 14:30","47692","48425"
"20.04.2019 14:30 - 20.04.2019 14:45","47524","48389"
"20.04.2019 14:45 - 20.04.2019 15:00","48052","48184"
"20.04.2019 15:00 - 20.04.2019 15:15","48165","47846"
"20.04.2019 15:15 - 20.04.2019 15:30","47158","47449"
"20.04.2019 15:30 - 20.04.2019 15:45","47145","47388"
"20.04.2019 15:45 - 20.04.2019 16:00","47079","47025"
"20.04.2019 16:00 - 20.04.2019 16:15","47242","46725"
"20.04.2019 16:15 - 20.04.2019 16:30","47696","46740"
"20.04.2019 16:30 - 20.04.2019 16:45","47899","46654"
"20.04.2019 16:45 - 20.04.2019 17:00","46930","46717"
"20.04.2019 17:00 - 20.04.2019 17:15","47535","47369"
"20.04.2019 17:15 - 20.04.2019 17:30","47761","47772"
"20.04.2019 17:30 - 20.04.2019 17:45","48403","48089"
"20.04.2019 17:45 - 20.04.2019 18:00","48452","48355"
"20.04.2019 18:00 - 20.04.2019 18:15","48942","48461"
"20.04.2019 18:15 - 20.04.2019 18:30","49149","48326"
"20.04.2019 18:30 - 20.04.2019 18:45","48918","48395"
"20.04.2019 18:45 - 20.04.2019 19:00","48725","48491"
"20.04.2019 19:00 - 20.04.2019 19:15","48825","48508"
"20.04.2019 19:15 - 20.04.2019 19:30","48395","48347"
"20.04.2019 19:30 - 20.04.2019 19:45","48543","48228"
"20.04.2019 19:45 - 20.04.2019 20:00","48167","48028"
"20.04.2019 20:00 - 20.04.2019 20:15","48455","47764"
"20.04.2019 20:15 - 20.04.2019 20:30","47944","47384"
"20.04.2019 20:30 - 20.04.2019 20:45","47256","47369"
"20.04.2019 20:45 - 20.04.2019 21:00","47205","47843"
"20.04.2019 21:00 - 20.04.2019 21:15","46527","47741"
"20.04.2019 21:15 - 20.04.2019 21:30","46435","47188"
"20.04.2019 21:30 - 20.04.2019 21:45","46967","46449"
"20.04.2019 21:45 - 20.04.2019 22:00","46146","46027"
"20.04.2019 22:00 - 20.04.2019 22:15","46282","45927"
"20.04.2019 22:15 - 20.04.2019 22:30","45589","44948"
"20.04.2019 22:30 - 20.04.2019 22:45","44917","44028"
"20.04.2019 22:45 - 20.04.2019 23:00","44280","43286"
"20.04.2019 23:00 - 20.04.2019 23:15","43207","42653"
"20.04.2019 23:15 - 20.04.2019 23:30","42501","41756"
"20.04.2019 23:30 - 20.04.2019 23:45","41824","41051"
"20.04.2019 23:45 - 21.04.2019 00:00","40983","40474"
"21.04.2019 00:00 - 21.04.2019 00:15","41490","39670"
"21.04.2019 00:15 - 21.04.2019 00:30","40701","38764"
"21.04.2019 00:30 - 21.04.2019 00:45","40079","38038"
"21.04.2019 00:45 - 21.04.2019 01:00","39517","37474"
"21.04.2019 01:00 - 21.04.2019 01:15","38949","36681"
"21.04.2019 01:15 - 21.04.2019 01:30","38495","36123"
"21.04.2019 01:30 - 21.04.2019 01:45","38125","35798"
"21.04.2019 01:45 - 21.04.2019 02:00","37904","35492"
"21.04.2019 02:00 - 21.04.2019 02:15","37591","35178"
"21.04.2019 02:15 - 21.04.2019 02:30","37417","35045"
"21.04.2019 02:30 - 21.04.2019 02:45","37162","34803"
"21.04.2019 02:45 - 21.04.2019 03:00","37168","34487"
"21.04.2019 03:00 - 21.04.2019 03:15","37232","34491"
"21.04.2019 03:15 - 21.04.2019 03:30","37248","34529"
"21.04.2019 03:30 - 21.04.2019 03:45","37152","34638"
"21.04.2019 03:45 - 21.04.2019 04:00","37089","34852"
"21.04.2019 04:00 - 21.04.2019 04:15","37204","34885"
"21.04.2019 04:15 - 21.04.2019 04:30","37311","35110"
"21.04.2019 04:30 - 21.04.2019 04:45","37258","35272"
"21.04.2019 04:45 - 21.04.2019 05:00","37362","35359"
"21.04.2019 05:00 - 21.04.2019 05:15","37630","35611"
"21.04.2019 05:15 - 21.04.2019 05:30","37451","35702"
"21.04.2019 05:30 - 21.04.2019 05:45","37330","35971"
"21.04.2019 05:45 - 21.04.2019 06:00","37206","35805"
"21.04.2019 06:00 - 21.04.2019 06:15","36886","35986"
"21.04.2019 06:15 - 21.04.2019 06:30","36890","35675"
"21.04.2019 06:30 - 21.04.2019 06:45","37063","35999"
"21.04.2019 06:45 - 21.04.2019 07:00","37340","36424"
"21.04.2019 07:00 - 21.04.2019 07:15","37599","36891"
"21.04.2019 07:15 - 21.04.2019 07:30","38176","37428"
"21.04.2019 07:30 - 21.04.2019 07:45","39082","38378"
"21.04.2019 07:45 - 21.04.2019 08:00","40312","39292"
"21.04.2019 08:00 - 21.04.2019 08:15","40961","40486"
"21.04.2019 08:15 - 21.04.2019 08:30","41823","41446"
"21.04.2019 08:30 - 21.04.2019 08:45","42539","42328"
"21.04.2019 08:45 - 21.04.2019 09:00","42930","42901"
"21.04.2019 09:00 - 21.04.2019 09:15","43990","43849"
"21.04.2019 09:15 - 21.04.2019 09:30","44919","44352"
"21.04.2019 09:30 - 21.04.2019 09:45","45369","44585"
"21.04.2019 09:45 - 21.04.2019 10:00","45869","44983"
"21.04.2019 10:00 - 21.04.2019 10:15","46403","45012"
"21.04.2019 10:15 - 21.04.2019 10:30","46965","45138"
"21.04.2019 10:30 - 21.04.2019 10:45","47419","45348"
"21.04.2019 10:45 - 21.04.2019 11:00","47669","45624"
"21.04.2019 11:00 - 21.04.2019 11:15","48454","45832"
"21.04.2019 11:15 - 21.04.2019 11:30","49172","46077"
"21.04.2019 11:30 - 21.04.2019 11:45","49708","46327"
"21.04.2019 11:45 - 21.04.2019 12:00","49890","46067"
"21.04.2019 12:00 - 21.04.2019 12:15","49314","45726"
"21.04.2019 12:15 - 21.04.2019 12:30","49178","45196"
"21.04.2019 12:30 - 21.04.2019 12:45","48640","44765"
"21.04.2019 12:45 - 21.04.2019 13:00","48559","44536"
"21.04.2019 13:00 - 21.04.2019 13:15","47530","43986"
"21.04.2019 13:15 - 21.04.2019 13:30","47622","43399"
"21.04.2019 13:30 - 21.04.2019 13:45","46956","42863"
"21.04.2019 13:45 - 21.04.2019 14:00","46293","42459"
"21.04.2019 14:00 - 21.04.2019 14:15","46152","42104"
"21.04.2019 14:15 - 21.04.2019 14:30","45573","41803"
"21.04.2019 14:30 - 21.04.2019 14:45","45285","41464"
"21.04.2019 14:45 - 21.04.2019 15:00","45568","41218"
"21.04.2019 15:00 - 21.04.2019 15:15","45934","40910"
"21.04.2019 15:15 - 21.04.2019 15:30","44625","40632"
"21.04.2019 15:30 - 21.04.2019 15:45","44299","40416"
"21.04.2019 15:45 - 21.04.2019 16:00","44337","40184"
"21.04.2019 16:00 - 21.04.2019 16:15","44612","40178"
"21.04.2019 16:15 - 21.04.2019 16:30","44971","40253"
"21.04.2019 16:30 - 21.04.2019 16:45","46021","40249"
"21.04.2019 16:45 - 21.04.2019 17:00","44975","40346"
"21.04.2019 17:00 - 21.04.2019 17:15","45322","40780"
"21.04.2019 17:15 - 21.04.2019 17:30","45322","41319"
"21.04.2019 17:30 - 21.04.2019 17:45","45692","41361"
"21.04.2019 17:45 - 21.04.2019 18:00","45675","41807"
"21.04.2019 18:00 - 21.04.2019 18:15","45987","42131"
"21.04.2019 18:15 - 21.04.2019 18:30","46430","42397"
"21.04.2019 18:30 - 21.04.2019 18:45","46214","42679"
"21.04.2019 18:45 - 21.04.2019 19:00","46166","42973"
"21.04.2019 19:00 - 21.04.2019 19:15","46332","43150"
"21.04.2019 19:15 - 21.04.2019 19:30","46110","43082"
"21.04.2019 19:30 - 21.04.2019 19:45","46170","43357"
"21.04.2019 19:45 - 21.04.2019 20:00","46056","43462"
"21.04.2019 20:00 - 21.04.2019 20:15","46100","43834"
"21.04.2019 20:15 - 21.04.2019 20:30","46430","44155"
"21.04.2019 20:30 - 21.04.2019 20:45","45962","44576"
"21.04.2019 20:45 - 21.04.2019 21:00","45853","44874"
"21.04.2019 21:00 - 21.04.2019 21:15","45604","45180"
"21.04.2019 21:15 - 21.04.2019 21:30","45526","44690"
"21.04.2019 21:30 - 21.04.2019 21:45","45828","44381"
"21.04.2019 21:45 - 21.04.2019 22:00","45014","43888"
"21.04.2019 22:00 - 21.04.2019 22:15","45359","44016"
"21.04.2019 22:15 - 21.04.2019 22:30","44783","43282"
"21.04.2019 22:30 - 21.04.2019 22:45","43991","42430"
"21.04.2019 22:45 - 21.04.2019 23:00","43324","41572"
"21.04.2019 23:00 - 21.04.2019 23:15","42551","40836"
"21.04.2019 23:15 - 21.04.2019 23:30","41957","39960"
"21.04.2019 23:30 - 21.04.2019 23:45","41345","39197"
"21.04.2019 23:45 - 22.04.2019 00:00","40734","38529"
"22.04.2019 00:00 - 22.04.2019 00:15","40980","37894"
"22.04.2019 00:15 - 22.04.2019 00:30","40499","37010"
"22.04.2019 00:30 - 22.04.2019 00:45","40084","36475"
"22.04.2019 00:45 - 22.04.2019 01:00","39779","36123"
"22.04.2019 01:00 - 22.04.2019 01:15","39233","35649"
"22.04.2019 01:15 - 22.04.2019 01:30","38691","35438"
"22.04.2019 01:30 - 22.04.2019 01:45","38400","35211"
"22.04.2019 01:45 - 22.04.2019 02:00","38140","35119"
"22.04.2019 02:00 - 22.04.2019 02:15","37854","34947"
"22.04.2019 02:15 - 22.04.2019 02:30","37723","34633"
"22.04.2019 02:30 - 22.04.2019 02:45","37552","34472"
"22.04.2019 02:45 - 22.04.2019 03:00","37528","34352"
"22.04.2019 03:00 - 22.04.2019 03:15","37481","34638"
"22.04.2019 03:15 - 22.04.2019 03:30","37482","34513"
"22.04.2019 03:30 - 22.04.2019 03:45","37386","34617"
"22.04.2019 03:45 - 22.04.2019 04:00","37455","34522"
"22.04.2019 04:00 - 22.04.2019 04:15","37743","34889"
"22.04.2019 04:15 - 22.04.2019 04:30","37878","34879"
"22.04.2019 04:30 - 22.04.2019 04:45","37854","35297"
"22.04.2019 04:45 - 22.04.2019 05:00","37953","35431"
"22.04.2019 05:00 - 22.04.2019 05:15","38365","35699"
"22.04.2019 05:15 - 22.04.2019 05:30","38148","35789"
"22.04.2019 05:30 - 22.04.2019 05:45","38239","36117"
"22.04.2019 05:45 - 22.04.2019 06:00","38161","35937"
"22.04.2019 06:00 - 22.04.2019 06:15","38109","35962"
"22.04.2019 06:15 - 22.04.2019 06:30","38504","36138"
"22.04.2019 06:30 - 22.04.2019 06:45","38641","36325"
"22.04.2019 06:45 - 22.04.2019 07:00","38850","36715"
"22.04.2019 07:00 - 22.04.2019 07:15","39191","37551"
"22.04.2019 07:15 - 22.04.2019 07:30","39773","38408"
"22.04.2019 07:30 - 22.04.2019 07:45","40417","39077"
"22.04.2019 07:45 - 22.04.2019 08:00","41587","39992"
"22.04.2019 08:00 - 22.04.2019 08:15","42510","41160"
"22.04.2019 08:15 - 22.04.2019 08:30","43157","41897"
"22.04.2019 08:30 - 22.04.2019 08:45","43915","42463"
"22.04.2019 08:45 - 22.04.2019 09:00","44522","43317"
"22.04.2019 09:00 - 22.04.2019 09:15","45069","43977"
"22.04.2019 09:15 - 22.04.2019 09:30","46073","44590"
"22.04.2019 09:30 - 22.04.2019 09:45","46421","45367"
"22.04.2019 09:45 - 22.04.2019 10:00","46848","46028"
"22.04.2019 10:00 - 22.04.2019 10:15","47469","46475"
"22.04.2019 10:15 - 22.04.2019 10:30","47898","46679"
"22.04.2019 10:30 - 22.04.2019 10:45","48209","47106"
"22.04.2019 10:45 - 22.04.2019 11:00","48683","47789"
"22.04.2019 11:00 - 22.04.2019 11:15","49318","47958"
"22.04.2019 11:15 - 22.04.2019 11:30","49668","48502"
"22.04.2019 11:30 - 22.04.2019 11:45","50360","49065"
"22.04.2019 11:45 - 22.04.2019 12:00","51331","49429"
"22.04.2019 12:00 - 22.04.2019 12:15","49617","48881"
